id,customer
481,616365
482,516598
483,588340
484,568858
485,423548
486,234031
487,317889
488,404958
489,588346
490,603116
491,509785
492,548883
493,271256
494,482568
495,483356
496,141557
497,272508
498,357790
499,251901
500,319341
501,437852
502,510850
503,507825
504,596765
505,542141
506,559520
507,649059
508,194159
509,266927
510,264406
511,564782
512,504598
513,289769
514,371825
515,136564
516,594884
517,599721
518,540367
519,160021
520,297427
521,362228
522,121264
523,603758
524,354593
525,135021
526,632856
527,194030
528,569746
529,627918
530,586406
531,478165
532,248849
533,493022
534,247032
535,234864
536,573730
537,267338
538,618750
539,186672
540,426718
541,251737
542,238638
543,396433
544,541136
545,548548
546,372049
547,124105
548,550501
549,579817
550,326745
551,279114
552,293127
553,542541
554,208265
555,168997
556,322944
557,247858
558,411855
559,291656
560,367561
561,421072
562,130327
563,581804
564,224665
565,610369
566,370245
567,576621
568,399372
569,635338
570,637590
571,120559
572,220487
573,364026
574,245840
575,336722
576,491893
577,445518
578,352722
579,306671
580,618787
581,532661
582,149600
583,448388
584,553750
585,641007
586,206018
587,487999
588,378217
589,642432
590,204198
591,332586
592,456272
593,198584
594,187792
595,223236
596,514598
597,442352
598,235597
599,502721
600,534682
601,127957
602,488511
603,599588
604,475115
605,463086
606,626040
607,348854
608,630740
609,342098
610,342157
611,573811
612,634289
613,382355
614,418786
615,443185
616,400187
617,624934
618,456896
619,362698
620,248973
621,538840
622,220845
623,425887
624,320185
625,438545
626,233365
627,335870
628,349573
629,583411
630,511155
631,297021
632,132480
633,557782
634,118619
635,634837
636,394149
637,536073
638,578265
639,132943
640,318144
641,173994
642,219692
643,426555
644,446965
645,293993
646,263525
647,390958
648,544033
649,144049
650,592194
651,484328
652,118689
653,640135
654,171297
655,636947
656,461046
657,198600
658,322500
659,138987
660,293374
661,334095
662,121310
663,466239
664,558790
665,581816
666,134725
667,424554
668,448238
669,231143
670,578324
671,181427
672,664004
673,179048
674,570199
675,244334
676,279637
677,128654
678,549531
679,508870
680,170533
681,418717
682,502738
683,161420
684,531592
685,431755
686,326512
687,332054
688,658212
689,295932
690,270686
691,382729
692,527033
693,613537
694,449635
695,297499
696,187396
697,281743
698,202772
699,404697
700,547176
701,237041
702,632930
703,330788
704,488738
705,286492
706,572452
707,404989
708,210684
709,583497
710,165765
711,194603
712,327446
713,491741
714,227558
715,553770
716,644077
717,270399
718,549480
719,392479
720,119258
721,431658
722,448035
723,266486
724,290876
725,449092
726,532710
727,327389
728,160730
729,218997
730,521747
731,407827
732,122983
733,182220
734,609849
735,278145
736,263286
737,473915
738,613872
739,538760
740,557041
741,192005
742,481687
743,544659
744,477238
745,204773
746,663702
747,557425
748,599294
749,595571
750,223754
751,128633
752,330883
753,578941
754,332319
755,305157
756,543918
757,245381
758,609015
759,112699
760,510710
761,307147
762,178319
763,506638
764,398834
765,322271
766,377596
767,159638
768,297882
769,526067
770,208629
771,208055
772,414148
773,439032
774,476727
775,444097
776,282850
777,125392
778,242878
779,462883
780,258067
781,346738
782,387999
783,200288
784,123655
785,227581
786,521117
787,151719
788,641348
789,633869
790,552716
791,401664
792,148635
793,524020
794,524915
795,607591
796,287102
797,512102
798,272347
799,173918
800,514645
801,162061
802,502934
803,553724
804,564394
805,510533
806,234734
807,360957
808,537034
809,317361
810,370972
811,490002
812,483919
813,477898
814,216697
815,494108
816,441296
817,212045
818,597127
819,327156
820,399795
821,112098
822,351923
823,655766
824,133537
825,194939
826,377409
827,144960
828,183603
829,277576
830,384791
831,486704
832,163800
833,311287
834,339287
835,288086
836,169883
837,319994
838,474564
839,257134
840,590906
841,146876
842,246856
843,250411
844,153554
845,558224
846,367245
847,275067
848,436305
849,412106
850,525963
851,511199
852,652942
853,478766
854,219551
855,237732
856,583804
857,636611
858,416889
859,378372
860,433448
861,278595
862,531003
863,387875
864,315079
865,184370
866,543743
867,654033
868,537705
869,186623
870,588121
871,526605
872,515088
873,357083
874,112825
875,543809
876,499063
877,596515
878,644989
879,293448
880,647223
881,593744
882,175894
883,230050
884,660416
885,135583
886,281758
887,354196
888,627591
889,434577
890,425900
891,635709
892,456760
893,608614
894,524566
895,406757
896,564716
897,424200
898,211358
899,261294
900,366012
901,343738
902,302624
903,595242
904,429646
905,458863
906,537041
907,160708
908,163596
909,118954
910,416427
911,285300
912,594588
913,270100
914,664759
915,494728
916,362013
917,144589
918,620820
919,354570
920,605259
921,443494
922,644959
923,316906
924,578982
925,392703
926,362731
927,467368
928,573325
929,268727
930,497576
931,431973
932,135621
933,439702
934,438677
935,194458
936,274097
937,458851
938,614725
939,119439
940,325534
941,656905
942,656597
943,345191
944,158067
945,424629
946,267641
947,593861
948,208437
949,149917
950,364626
951,264679
952,651513
953,545994
954,327039
955,257995
956,327438
957,482843
958,585749
959,578830
960,440076
961,387165
962,439977
963,666499
964,656061
965,480265
966,442941
967,380856
968,592706
969,203261
970,561396
971,516174
972,554353
973,211279
974,382455
975,475903
976,525373
977,566773
978,541334
979,254239
980,167189
981,481495
982,374397
983,631642
984,445417
985,207747
986,656008
987,233466
988,121024
989,539974
990,143483
991,618771
992,369650
993,401635
994,288186
995,163961
996,479767
997,602343
998,144727
999,378264
1000,559253
1001,290643
1002,365166
1003,495975
1004,525484
1005,290364
1006,641784
1007,480806
1008,367714
1009,561616
1010,610667
1011,568188
1012,637294
1013,111170
1014,285783
1015,659773
1016,214261
1017,246289
1018,490103
1019,385654
1020,279206
1021,557074
1022,590397
1023,552179
1024,278480
1025,488247
1026,471653
1027,519300
1028,344432
1029,225444
1030,532216
1031,655359
1032,199244
1033,497416
1034,457517
1035,312368
1036,598625
1037,351742
1038,133588
1039,629275
1040,221255
1041,222891
1042,476869
1043,164455
1044,470014
1045,396553
1046,138873
1047,332747
1048,574201
1049,168719
1050,492796
1051,580497
1052,265439
1053,631479
1054,422509
1055,515974
1056,270652
1057,376038
1058,549155
1059,459568
1060,597192
1061,543835
1062,465671
1063,651414
1064,644993
1065,244869
1066,459947
1067,414469
1068,548239
1069,541197
1070,506185
1071,640724
1072,494364
1073,631741
1074,424364
1075,237259
1076,543927
1077,138133
1078,116542
1079,194880
1080,370145
1081,280702
1082,279921
1083,320734
1084,195648
1085,503295
1086,181616
1087,254347
1088,187014
1089,206345
1090,288175
1091,375137
1092,504386
1093,546077
1094,274715
1095,262970
1096,586407
1097,398759
1098,509020
1099,417688
1100,591435
1101,236827
1102,564372
1103,150169
1104,644150
1105,504008
1106,286204
1107,286016
1108,119833
1109,255312
1110,383536
1111,404486
1112,356776
1113,346705
1114,502624
1115,627006
1116,607866
1117,171852
1118,203695
1119,368769
1120,416266
1121,329345
1122,317245
1123,389304
1124,465904
1125,205672
1126,261033
1127,520590
1128,591390
1129,384678
1130,605254
1131,421200
1132,221809
1133,185403
1134,650748
1135,468402
1136,272875
1137,164574
1138,247022
1139,138899
1140,537573
1141,395831
1142,199627
1143,384105
1144,187991
1145,373121
1146,265783
1147,601073
1148,281696
1149,383909
1150,574610
1151,248426
1152,451233
1153,341147
1154,391889
1155,555750
1156,328785
1157,623254
1158,543251
1159,608797
1160,219656
1161,166056
1162,247074
1163,427230
1164,657807
1165,384366
1166,236147
1167,548099
1168,581430
1169,567683
1170,453542
1171,194057
1172,561556
1173,491087
1174,200383
1175,462664
1176,596838
1177,441041
1178,122978
1179,338579
1180,345812
1181,461392
1182,401042
1183,581669
1184,167284
1185,489354
1186,478568
1187,624016
1188,505089
1189,140142
1190,536604
1191,550375
1192,129820
1193,254479
1194,283161
1195,532376
1196,354810
1197,352339
1198,636988
1199,266000
1200,531752
1201,391136
1202,141936
1203,552729
1204,156755
1205,424937
1206,405561
1207,414715
1208,397915
1209,615335
1210,541247
1211,143574
1212,448299
1213,474431
1214,174842
1215,610584
1216,477164
1217,258193
1218,309883
1219,365029
1220,539190
1221,245830
1222,173163
1223,441645
1224,374961
1225,494904
1226,264538
1227,277939
1228,239732
1229,278017
1230,341217
1231,343183
1232,258482
1233,478653
1234,132174
1235,216752
1236,311281
1237,207638
1238,124852
1239,238746
1240,230640
1241,159196
1242,426941
1243,626456
1244,242840
1245,136118
1246,520647
1247,157845
1248,503127
1249,305425
1250,463611
1251,172441
1252,251964
1253,445448
1254,538536
1255,644412
1256,402639
1257,351340
1258,242439
1259,243936
1260,499426
1261,327004
1262,177304
1263,369783
1264,451018
1265,488338
1266,322903
1267,277123
1268,180961
1269,127194
1270,202429
1271,374255
1272,168469
1273,523015
1274,213519
1275,137231
1276,610042
1277,122305
1278,432311
1279,305681
1280,526170
1281,531905
1282,214155
1283,188818
1284,514767
1285,621829
1286,196957
1287,287799
1288,169163
1289,372852
1290,522329
1291,462468
1292,448564
1293,348130
1294,345669
1295,124831
1296,516059
1297,287774
1298,504314
1299,272118
1300,256302
1301,236840
1302,605159
1303,570697
1304,240446
1305,293314
1306,419340
1307,383375
1308,312836
1309,575945
1310,582934
1311,290026
1312,613764
1313,541061
1314,609071
1315,412630
1316,257179
1317,613223
1318,181971
1319,147864
1320,592528
1321,205691
1322,541596
1323,214809
1324,561810
1325,471652
1326,353945
1327,344597
1328,556286
1329,596487
1330,345427
1331,645784
1332,318148
1333,480766
1334,489579
1335,203603
1336,536046
1337,572073
1338,401596
1339,572256
1340,358232
1341,546740
1342,253789
1343,327764
1344,158453
1345,316673
1346,573453
1347,565721
1348,452432
1349,298297
1350,281714
1351,336516
1352,355253
1353,461021
1354,125058
1355,404047
1356,604346
1357,570882
1358,381360
1359,238933
1360,409618
1361,147919
1362,540621
1363,280455
1364,330297
1365,583753
1366,361732
1367,458395
1368,391864
1369,476093
1370,436329
1371,656372
1372,403083
1373,639838
1374,388859
1375,296283
1376,346098
1377,547672
1378,285920
1379,442383
1380,627621
1381,631510
1382,601169
1383,341760
1384,179414
1385,351709
1386,581298
1387,395132
1388,449889
1389,626722
1390,124636
1391,595338
1392,439654
1393,229164
1394,245416
1395,167826
1396,226352
1397,488160
1398,420760
1399,415059
1400,532915
1401,303209
1402,511876
1403,542731
1404,192784
1405,133468
1406,385580
1407,568463
1408,380318
1409,260271
1410,367012
1411,242697
1412,157300
1413,305137
1414,216246
1415,334542
1416,201534
1417,391403
1418,424797
1419,409184
1420,460759
1421,544349
1422,661901
1423,368323
1424,166401
1425,122415
1426,290500
1427,608362
1428,540167
1429,134896
1430,530503
1431,530418
1432,240570
1433,159881
1434,435894
1435,605326
1436,264308
1437,655265
1438,222173
1439,322900
1440,264974
1441,164449
1442,432964
1443,118884
1444,467716
1445,211828
1446,510697
1447,546457
1448,146751
1449,232382
1450,325499
1451,318070
1452,423016
1453,457729
1454,257735
1455,569635
1456,161946
1457,168073
1458,462228
1459,455720
1460,192652
1461,177206
1462,361370
1463,640429
1464,645872
1465,374389
1466,612633
1467,392870
1468,665017
1469,196243
1470,353460
1471,510479
1472,395102
1473,599810
1474,294448
1475,603934
1476,573804
1477,182377
1478,534739
1479,171234
1480,547943
1481,417288
1482,445759
1483,170996
1484,596064
1485,320903
1486,461822
1487,632944
1488,398700
1489,209302
1490,127519
1491,269040
1492,252836
1493,307382
1494,550199
1495,356413
1496,306714
1497,288271
1498,267112
1499,188336
1500,309707
1501,439796
1502,367957
1503,408764
1504,354109
1505,446542
1506,641129
1507,372106
1508,245013
1509,603021
1510,200938
1511,168833
1512,427221
1513,184986
1514,552677
1515,150927
1516,461225
1517,145144
1518,450374
1519,222947
1520,288291
1521,141313
1522,579113
1523,576434
1524,550837
1525,520437
1526,126717
1527,415690
1528,341857
1529,362683
1530,556061
1531,604367
1532,592005
1533,557920
1534,258545
1535,336792
1536,486387
1537,158372
1538,148708
1539,471697
1540,442813
1541,419843
1542,290882
1543,168622
1544,648122
1545,596287
1546,406578
1547,521135
1548,199757
1549,352350
1550,134076
1551,512929
1552,529436
1553,390777
1554,623174
1555,219153
1556,551316
1557,500636
1558,142768
1559,641213
1560,166571
1561,463251
1562,499228
1563,252872
1564,609302
1565,491254
1566,364851
1567,651202
1568,523447
1569,342691
1570,483908
1571,562313
1572,448785
1573,181699
1574,510389
1575,506193
1576,318620
1577,141790
1578,417455
1579,569649
1580,547314
1581,601325
1582,428726
1583,428531
1584,198355
1585,555658
1586,480600
1587,628383
1588,130787
1589,346603
1590,405907
1591,542390
1592,246495
1593,244242
1594,649096
1595,632075
1596,631679
1597,349785
1598,315104
1599,498184
1600,587730
1601,626057
1602,286983
1603,572552
1604,281772
1605,520821
1606,414614
1607,238730
1608,257671
1609,144794
1610,147532
1611,393048
1612,150586
1613,394170
1614,159420
1615,222297
1616,328842
1617,551719
1618,430060
1619,178496
1620,541570
1621,257409
1622,333036
1623,328059
1624,318096
1625,622777
1626,546785
1627,564875
1628,584288
1629,652203
1630,128345
1631,385713
1632,188817
1633,378520
1634,656858
1635,156920
1636,608499
1637,436231
1638,440130
1639,442757
1640,210449
1641,548748
1642,352287
1643,271503
1644,563980
1645,255139
1646,276920
1647,608862
1648,643808
1649,645946
1650,149016
1651,136831
1652,571732
1653,298090
1654,165243
1655,228188
1656,509170
1657,229951
1658,430500
1659,653091
1660,521234
1661,367213
1662,357757
1663,233953
1664,338771
1665,400179
1666,571807
1667,663684
1668,365401
1669,587308
1670,287525
1671,255461
1672,508628
1673,474624
1674,229866
1675,262422
1676,137691
1677,602723
1678,480762
1679,290021
1680,159808
1681,461627
1682,258217
1683,367408
1684,420545
1685,264356
1686,633694
1687,125613
1688,496096
1689,207656
1690,329411
1691,537792
1692,384263
1693,643652
1694,221186
1695,255526
1696,154058
1697,160897
1698,607599
1699,461519
1700,498542
1701,655800
1702,441852
1703,544465
1704,139601
1705,170652
1706,439644
1707,221076
1708,295722
1709,557873
1710,593651
1711,319691
1712,155796
1713,278030
1714,486712
1715,630693
1716,168006
1717,472254
1718,386662
1719,142935
1720,231168
1721,405572
1722,311059
1723,636610
1724,580633
1725,307844
1726,334165
1727,384761
1728,374821
1729,401205
1730,285380
1731,337582
1732,303062
1733,171611
1734,413001
1735,300087
1736,121490
1737,428991
1738,298146
1739,252106
1740,384332
1741,204644
1742,613548
1743,218364
1744,252950
1745,583055
1746,178513
1747,235471
1748,608270
1749,593224
1750,272457
1751,239018
1752,169674
1753,249370
1754,252929
1755,207233
1756,566691
1757,284440
1758,606771
1759,456220
1760,482288
1761,117866
1762,534353
1763,637736
1764,505637
1765,528490
1766,286790
1767,605202
1768,524717
1769,549710
1770,320553
1771,219453
1772,645080
1773,548068
1774,113743
1775,209049
1776,492738
1777,190990
1778,490855
1779,418776
1780,148753
1781,301083
1782,219555
1783,236883
1784,390237
1785,430031
1786,604792
1787,531487
1788,133392
1789,655484
1790,473782
1791,344322
1792,148397
1793,652217
1794,507956
1795,129796
1796,515528
1797,538207
1798,319586
1799,376352
1800,570659
1801,513591
1802,655188
1803,352793
1804,438394
1805,605013
1806,419938
1807,585858
1808,153022
1809,188080
1810,118097
1811,552302
1812,478504
1813,499468
1814,288663
1815,583941
1816,482154
1817,635192
1818,467432
1819,249244
1820,375874
1821,265076
1822,419601
1823,523238
1824,257345
1825,490131
1826,149045
1827,470190
1828,125305
1829,127686
1830,409013
1831,233659
1832,533217
1833,401224
1834,568339
1835,420506
1836,384585
1837,292489
1838,663231
1839,121065
1840,370944
1841,592806
1842,361786
1843,521349
1844,334574
1845,202400
1846,161479
1847,496726
1848,294318
1849,611280
1850,206708
1851,274190
1852,443929
1853,163693
1854,572553
1855,264449
1856,212072
1857,140482
1858,139831
1859,450309
1860,128482
1861,159606
1862,384653
1863,425675
1864,263460
1865,247633
1866,590366
1867,183762
1868,229911
1869,118731
1870,470820
1871,115248
1872,208493
1873,484623
1874,368550
1875,201741
1876,573455
1877,252361
1878,281856
1879,618621
1880,328306
1881,200016
1882,614318
1883,362232
1884,633263
1885,408531
1886,636938
1887,178170
1888,655410
1889,519940
1890,459497
1891,236534
1892,116024
1893,659132
1894,381099
1895,221590
1896,279720
1897,271874
1898,244568
1899,424243
1900,301544
1901,516725
1902,618394
1903,638910
1904,532726
1905,527719
1906,444927
1907,618180
1908,569250
1909,463366
1910,486617
1911,116362
1912,160901
1913,148541
1914,407848
1915,296719
1916,607258
1917,293110
1918,583806
1919,288359
1920,327426
1921,534916
1922,153097
1923,371975
1924,359570
1925,339346
1926,616763
1927,233522
1928,198779
1929,167201
1930,152848
1931,590967
1932,372664
1933,586449
1934,194896
1935,510216
1936,473188
1937,482676
1938,378745
1939,349555
1940,152028
1941,256658
1942,595911
1943,193518
1944,148518
1945,580664
1946,567520
1947,620557
1948,652209
1949,231399
1950,387491
1951,259487
1952,204412
1953,613966
1954,321211
1955,191049
1956,625835
1957,423529
1958,195414
1959,214652
1960,226412
1961,449404
1962,410579
1963,178164
1964,412186
1965,446507
1966,631348
1967,246353
1968,512194
1969,508765
1970,394167
1971,371970
1972,543843
1973,643622
1974,148855
1975,546325
1976,328961
1977,571130
1978,295840
1979,370744
1980,498493
1981,489189
1982,404923
1983,629432
1984,196986
1985,445233
1986,293605
1987,528134
1988,334409
1989,224670
1990,415959
1991,636163
1992,390409
1993,269815
1994,620564
1995,194082
1996,303707
1997,473978
1998,301385
1999,216023
2000,229206
2001,188323
2002,113890
2003,367542
2004,137720
2005,627586
2006,643803
2007,436718
2008,344411
2009,560662
2010,396276
2011,333991
2012,190416
2013,614513
2014,207824
2015,433840
2016,385361
2017,118482
2018,558942
2019,162045
2020,311337
2021,379600
2022,367121
2023,599459
2024,644476
2025,572262
2026,208883
2027,398210
2028,156842
2029,386051
2030,271817
2031,307982
2032,424338
2033,571793
2034,638132
2035,650042
2036,600709
2037,329899
2038,419073
2039,643862
2040,663626
2041,310406
2042,118888
2043,511960
2044,313546
2045,193804
2046,287948
2047,452593
2048,234617
2049,392884
2050,566527
2051,526755
2052,302856
2053,555338
2054,420245
2055,627731
2056,136681
2057,317368
2058,494936
2059,121819
2060,594202
2061,295785
2062,492349
2063,335043
2064,648547
2065,341476
2066,520156
2067,621840
2068,461368
2069,369243
2070,372580
2071,260425
2072,134771
2073,230656
2074,416012
2075,123985
2076,425599
2077,591720
2078,328029
2079,602524
2080,322213
2081,616773
2082,353733
2083,197420
2084,328839
2085,580680
2086,650093
2087,508434
2088,339508
2089,198569
2090,466650
2091,357417
2092,395954
2093,431431
2094,499412
2095,168385
2096,156121
2097,469873
2098,332877
2099,337815
2100,484788
2101,522231
2102,526269
2103,465382
2104,198160
2105,646715
2106,430624
2107,578670
2108,604131
2109,247502
2110,189081
2111,357590
2112,465768
2113,403275
2114,658689
2115,176977
2116,158626
2117,466486
2118,530477
2119,137611
2120,337673
2121,540757
2122,590288
2123,530554
2124,460833
2125,547278
2126,441761
2127,614107
2128,152013
2129,222303
2130,651207
2131,380719
2132,392981
2133,343734
2134,163318
2135,639084
2136,616494
2137,538015
2138,379268
2139,134959
2140,439635
2141,368171
2142,225359
2143,547967
2144,451110
2145,403764
2146,263902
2147,239230
2148,547917
2149,372654
2150,548562
2151,289345
2152,529885
2153,264080
2154,383840
2155,592763
2156,191532
2157,164623
2158,566177
2159,427812
2160,146224
2161,311701
2162,608989
2163,381903
2164,306778
2165,245035
2166,286652
2167,389317
2168,158221
2169,235152
2170,309120
2171,391551
2172,325559
2173,557105
2174,446705
2175,226864
2176,433613
2177,580431
2178,298703
2179,331993
2180,111518
2181,535224
2182,272378
2183,589434
2184,361810
2185,307414
2186,615560
2187,154043
2188,354801
2189,303951
2190,618491
2191,542079
2192,561454
2193,365658
2194,439705
2195,349844
2196,227124
2197,642146
2198,152775
2199,320438
2200,481465
2201,564003
2202,128930
2203,533603
2204,448344
2205,518669
2206,340697
2207,475283
2208,390775
2209,235286
2210,376520
2211,365097
2212,517672
2213,456779
2214,329971
2215,208402
2216,462554
2217,399162
2218,384623
2219,331741
2220,643116
2221,135138
2222,286746
2223,355630
2224,628267
2225,418506
2226,263017
2227,318263
2228,365568
2229,239241
2230,233674
2231,647397
2232,548127
2233,385509
2234,252029
2235,332525
2236,426882
2237,473548
2238,608411
2239,229375
2240,217823
2241,577854
2242,519073
2243,652587
2244,573390
2245,545662
2246,627343
2247,565845
2248,311358
2249,122367
2250,134849
2251,629008
2252,361885
2253,458377
2254,650707
2255,566589
2256,144732
2257,536269
2258,581063
2259,258536
2260,320068
2261,506541
2262,115176
2263,562304
2264,231067
2265,164180
2266,249800
2267,633767
2268,318654
2269,124779
2270,588996
2271,449255
2272,467370
2273,644292
2274,273475
2275,420649
2276,165113
2277,379552
2278,386746
2279,596517
2280,309885
2281,527825
2282,276854
2283,546824
2284,583355
2285,504734
2286,262988
2287,157951
2288,260501
2289,215376
2290,154388
2291,215045
2292,122778
2293,570172
2294,649320
2295,614658
2296,532729
2297,607403
2298,627992
2299,412669
2300,563592
2301,345062
2302,278779
2303,164560
2304,533257
2305,334939
2306,213988
2307,618014
2308,480357
2309,515086
2310,544325
2311,136697
2312,136686
2313,384013
2314,426236
2315,225324
2316,244374
2317,627073
2318,575022
2319,171755
2320,288010
2321,371387
2322,116678
2323,656225
2324,207537
2325,164755
2326,257451
2327,496113
2328,441825
2329,639771
2330,268332
2331,230496
2332,572200
2333,209766
2334,163988
2335,166771
2336,552904
2337,434354
2338,602061
2339,386694
2340,169816
2341,430520
2342,182593
2343,399535
2344,205879
2345,564075
2346,410704
2347,396549
2348,123163
2349,542310
2350,461311
2351,506279
2352,332397
2353,358913
2354,141975
2355,317434
2356,184564
2357,573394
2358,620217
2359,398302
2360,480133
2361,633586
2362,125175
2363,621754
2364,556434
2365,115202
2366,507410
2367,376070
2368,577887
2369,162496
2370,503575
2371,129896
2372,159565
2373,183597
2374,442731
2375,645795
2376,156247
2377,118346
2378,261914
2379,344340
2380,218621
2381,264992
2382,475529
2383,559042
2384,147567
2385,249217
2386,406880
2387,182414
2388,358419
2389,182635
2390,261448
2391,129260
2392,125307
2393,357695
2394,233957
2395,276605
2396,435327
2397,471317
2398,290062
2399,472897
2400,159748
2401,517535
2402,138187
2403,525162
2404,187341
2405,214733
2406,511240
2407,184061
2408,646200
2409,522839
2410,444319
2411,370971
2412,196704
2413,299633
2414,496717
2415,510780
2416,449392
2417,437012
2418,254154
2419,233564
2420,313233
2421,432635
2422,453095
2423,258532
2424,568721
2425,436850
2426,440178
2427,132039
2428,165269
2429,215866
2430,376216
2431,425879
2432,630140
2433,552156
2434,222956
2435,634781
2436,421551
2437,301348
2438,289243
2439,351694
2440,657233
2441,536783
2442,326732
2443,295702
2444,294034
2445,395192
2446,237585
2447,540910
2448,582445
2449,184212
2450,632775
2451,547871
2452,169629
2453,344543
2454,509739
2455,607675
2456,412446
2457,402563
2458,266452
2459,160658
2460,521930
2461,594267
2462,213212
2463,330022
2464,136242
2465,558202
2466,629254
2467,295290
2468,488643
2469,566349
2470,267092
2471,320492
2472,223076
2473,196946
2474,449539
2475,113981
2476,442884
2477,651189
2478,265160
2479,596288
2480,196051
2481,337047
2482,364929
2483,614589
2484,308507
2485,602984
2486,358567
2487,295826
2488,121952
2489,333312
2490,450334
2491,350175
2492,519901
2493,258945
2494,581449
2495,569739
2496,180591
2497,250906
2498,358452
